session_id,target
1,0.0022095589221652894
2,4.809036634052472e-09
3,1.8729067810036868e-08
4,2.3541061602954188e-08
5,3.130516682727206e-05
6,0.00021845185379229168
7,0.0005478877044133658
8,0.00013226340516664893
9,0.0007951660469902752
10,0.10313319587064929
11,3.0364201430576486e-05
12,8.642875426369391e-05
13,0.00043761894685335275
14,0.3576922866500455
15,5.019924600201759e-05
16,0.004008980206359318
17,0.015198757933449365
18,3.192304983305801e-05
19,0.0009339658163511032
20,2.729741527222017e-07
21,0.0622961109122652
22,5.55374187537152e-08
23,2.86663538484915e-05
24,0.0003386105096249582
25,0.07177071747640898
26,4.59788266163585e-09
27,0.0006278060552637486
28,3.690828098681886e-07
29,0.014571819645620985
30,0.00011075092360167121
31,0.013675235947935207
32,0.04383438057150701
33,0.0006205756421934326
34,9.34266330318356e-08
35,0.013395158930698698
36,0.000326511164012004
37,6.201352812671106e-09
38,1.3749154334253871e-08
39,0.00011075092360167121
40,2.9998647318883405e-05
41,0.0004425883919724517
42,0.0012580216395206146
43,1.8721827097259438e-06
44,1.4063491968874145e-05
45,0.2436552459215414
46,8.731112292124124e-06
47,0.009254556051255603
48,0.0005912500552286082
49,2.5102037786303086e-05
50,9.502284658002961e-06
51,1.2405384007972934e-07
52,6.010530870995427e-06
53,0.03573324608368635
54,0.00010328621972861515
55,6.149159289291294e-06
56,0.00180468890246043
57,1.1775111904761616e-06
58,1.5452478011291913e-05
59,1.5886367780668926e-05
60,6.635214923964929e-06
61,9.051753283579084e-06
62,0.0013678298706199011
63,1.50203679355444e-05
64,3.2162443198489764e-05
65,7.065308035304321e-06
66,1.1959611131982158e-07
67,0.0001960333825281848
68,0.0001569587637727079
69,0.09147713221679817
70,0.00014672397808988187
71,0.00027196549880309647
72,1.5886367780668926e-05
73,0.03018882379346372
74,4.809036634052472e-09
75,2.887058868035846e-05
76,0.0003599678173723654
77,0.0001710283035512027
78,0.0015256671820611171
79,7.263700316032097e-06
80,0.00012247431097139576
81,2.3607486225208892e-05
