session_id,target
1,4.254907411819972e-05
2,7.507086527024704e-08
3,1.4039130246897947e-08
4,5.076996332194422e-10
5,3.186140180529682e-05
6,4.526021298535966e-06
7,0.0007823661518867366
8,0.0001349896135175974
9,2.008581478060741e-05
10,0.001234049240092698
11,2.8935841045814068e-05
12,2.936187022715114e-06
13,9.798306814177719e-06
14,0.0099853412595413
15,0.00010919145681710025
16,9.123435968010635e-05
17,0.015186504127221298
18,7.602706179004219e-07
19,0.0009015757483573764
20,1.375444339007946e-07
21,0.06518519620487505
22,4.288033015753968e-08
23,3.5099770775942296e-05
24,0.0003496558422244444
25,0.08298096843691026
26,4.9501675204531905e-09
27,8.920041736897425e-06
28,8.571120142429136e-09
29,0.01734268498964028
30,0.00013379088788832236
31,0.015345943648125773
32,0.03322618834601775
33,1.3164284686150065e-05
34,9.132812643061349e-08
35,0.017433721513233386
36,0.0005135873311348175
37,4.046432289742752e-11
38,6.1041379151511e-08
39,0.00013379088788832236
40,8.702794909763893e-07
41,0.0005034637477927389
42,0.0013195997311604116
43,4.002314591110411e-06
44,1.0914684277065047e-05
45,0.26249243037650555
46,1.7923404336422153e-05
47,0.00012007568229385209
48,5.6117775238961694e-06
49,3.3674214101405424e-05
50,1.6411517196999574e-07
51,1.7788907307392825e-09
52,9.837455241148922e-06
53,0.03602452377281255
54,0.00015956830706965374
55,2.7455746686687067e-06
56,0.0019066987562536377
57,2.3457542025428412e-08
58,3.042664357424316e-07
59,1.4095574683469094e-06
60,1.6219540598149945e-07
61,2.1486591456849621e-07
62,5.765451398557584e-05
63,5.003759464257143e-07
64,1.4659486908221546e-05
65,1.0401532906178036e-06
66,3.197398278765881e-07
67,1.024467952867001e-05
68,0.0001904718983376128
69,0.06879423233605392
70,3.796831397189356e-06
71,0.0003465973297874348
72,9.310795252722885e-05
73,0.03356507227217339
74,5.012305096827822e-06
75,3.738278068225751e-05
76,0.0003876154047727616
77,0.0002184694563698681
78,0.0017766613134809282
79,8.000658805870898e-06
80,1.8510700127169708e-06
81,1.5133464959101322e-06
82,5.437706013749503e-05
83,9.795663772235294e-10
84,0.54207381758371
85,1.9355906585104307e-05
86,4.315330155854491e-07
87,0.0016634513799522995
88,0.0003068317519662461
89,0.0005037321446913113
90,0.04468668041302589
91,3.1108597400932556e-06
92,3.1005883623539943e-07
93,0.03373671383853311
94,3.226111127554471e-05
95,0.03588103073020105
96,9.173429246113736e-08
97,9.790147329001376e-05
98,1.3014901814830868e-06
99,6.234756794755256e-07
100,9.54371139432713e-05
101,1.1415870017746141e-05
102,0.05053213827941429
103,3.2891863545057267e-05
104,4.6872992179822365e-05
105,5.104266767204251e-06
106,5.542839049978243e-06
107,0.0003616150941702177
108,2.3667033293052162e-05
109,3.3151889319519493e-07
110,2.5669043716450323e-06
111,0.00017551945067143402
112,4.39525132155106e-09
113,0.00025772730059912103
114,1.1052197283450559e-07
115,9.691749983575511e-07
116,1.1522712091986616e-05
117,4.426300090246883e-05
118,0.003567602578715953
119,0.00016824508057818947
120,0.00019812737359347504
121,1.1089390829183167e-06
122,2.0040823028547566e-06
123,9.172052353913242e-06
124,2.772584864788928e-05
125,0.0011484214872872663
126,1.198428435511252e-07
127,3.2218268614386816e-09
128,8.055111835589178e-06
129,0.0030979983639401283
130,0.002091468958691319
131,0.0001475478585888291
132,0.0007262123323704882
133,0.0007113446086193875
134,1.8867492280209864e-06
135,4.753212545476019e-08
136,1.4659486908221546e-05
137,6.582195247116953e-06
138,0.0017744915669003275
139,2.7569496692473495e-07
140,1.0468871233858922e-05
141,6.7244759419290506e-09
142,6.801154975270322e-06
143,5.99912446935103e-06
144,0.0009851896444286166
145,7.194055777498548e-08
146,0.00022526844457066794
147,1.1423678292839009e-05
148,0.0006329098202204149
149,0.0007491269189710029
150,0.065219730054236
151,7.303735091093804e-08
152,0.037626286894453236
153,3.627863471209582e-05
154,4.929462193978558e-05
155,2.455235991116326e-05
156,1.393135995850927e-06
157,1.4535734584490958e-06
158,1.4659486908221546e-05
159,1.7977622887747357e-05
160,2.0040823028547566e-06
161,0.0016099971711782488
162,5.106141521802687e-05
163,0.00011440260069333566
164,0.0032146769497549002
165,2.803291113490808e-08
166,5.224804286397152e-07
167,0.006759607241341464
168,0.0007491269189710029
169,0.0005693192080050249
170,0.0001965665798498174
171,0.0010026196081828437
172,0.0001715310623774103
173,4.846883957597934e-05
174,0.00020806683559056966
175,0.18340575914693413
176,0.0006349494274227298
177,0.008649683637029813
178,2.2140803186554107e-07
179,1.7700465028663976e-05
180,0.0003148173810522793
181,1.143181498844859e-05
182,0.0007304621135816623
183,2.3701498136884025e-06
184,1.7752087713819025e-05
185,6.268470943517745e-06
186,4.132645696788064e-05
187,3.025113572097587e-08
188,1.2812450541879879e-07
189,0.0015165910694441807
190,9.228456131484497e-06
191,6.882829324428031e-06
192,4.5139771067397715e-06
193,0.0008646996100085896
194,0.0004114481807881459
195,6.885231306605533e-06
196,9.933871515346387e-07
197,0.0001569913378662525
198,0.0017666917672975423
199,0.011081473146034698
200,1.2978235965738768e-06
201,1.8309190602041895e-05
202,0.02149241863558806
203,1.198428435511252e-07
204,3.329819170738798e-05
205,0.0025049634250084423
206,5.16938933935673e-12
207,5.3939165208882944e-05
208,0.0006390566452986346
209,3.046528740846457e-07
210,0.0018401264294126763
211,0.0003093131853875222
212,0.008757272881326038
213,1.1059403529407778e-06
214,0.01809246141808352
215,0.0005544582356949457
216,0.0031800470842258855
217,0.029204360904903953
218,0.0005693192080050249
219,0.00014210661740254673
220,0.00048395151660297447
221,0.0012111034112722145
222,6.592474081030097e-06
223,0.031040646762186756
224,0.0005284486067293572
225,0.03516446406386319
226,0.004530710256077756
227,0.00043665674162750225
228,2.7760489551165887e-05
229,2.1096943007241454e-06
230,0.00035327170791562683
231,4.48926120489912e-06
232,1.824248727499071e-06
233,5.259816798557907e-07
234,0.00349654715348588
235,4.117939694767702e-05
236,5.980979220912043e-05
237,0.000455099393727609
238,0.0005704546214214633
239,0.00013379088788832236
240,0.003334098061126815
241,1.7752087713819025e-05
242,6.018940488164594e-10
243,1.4510385601181294e-10
244,1.5230186516031549e-06
245,6.96238251882176e-05
246,1.1666892843081892e-06
247,0.04417263875766104
248,0.00013656807663086837
249,2.1787838564465012e-06
250,0.00013316714394271165
251,0.05183321161183346
252,4.165212456840976e-06
253,2.2406724207156237e-06
254,0.0005455637314339493
255,4.3015787065701784e-05
256,4.174471826437844e-10
257,4.4513004654865996e-05
258,0.004734536897742417
259,0.0014180192087483855
260,0.0008390429283614939
261,4.078642347083114e-05
262,0.0006390566452986346
263,7.305905022063918e-05
264,0.0007491269189710029
265,1.287034629931943e-05
266,3.6593933623453563e-08
267,1.82599192117449e-13
268,2.430476522063664e-05
269,0.00015410883489427716
270,9.292313524605553e-05
271,2.679711866120322e-07
272,9.563424040513772e-06
273,5.567999861937788e-07
274,0.0011262191540410854
275,0.002333170940257946
276,2.870969495278135e-08
277,0.0005357246951890589
278,0.010127229249492466
279,4.932863377359623e-07
280,0.0008146885730187353
281,9.948060594851113e-06
282,0.000527359350046305
283,0.000964044112034717
284,1.2692815878379442e-05
285,8.878777784756234e-07
286,4.5414963987805717e-10
287,0.0004377959852312323
288,3.088271167874578e-08
289,0.00025609992946227107
290,1.0512880990314028e-06
291,0.000903396509574116
292,0.00037790050822156766
293,0.0025595321631985894
294,4.070691286501503e-05
295,1.6688750750915375e-06
296,2.438821230767714e-06
297,6.929715977511553e-06
298,8.373181949401781e-08
299,5.044590184805221e-09
300,1.6996842734121383e-06
301,1.0512880990314028e-06
302,1.877617559247436e-05
303,1.0121103349244916e-07
304,0.013746802599310624
305,0.07394902897805926
306,1.2651836294260732e-06
307,0.0013946828598293294
308,1.9597303667312584e-05
309,0.0007911964975552861
310,9.754153880095826e-07
311,0.002500697819348394
312,0.008727791110025218
313,0.00010567712291485102
314,1.6469010234426629e-06
315,1.3010369555995737e-05
316,2.29259199777263e-06
317,0.0017041102971837167
318,9.514907162061113e-07
319,5.709465935456665e-07
320,9.316696449453508e-05
321,0.0016565971201012823
322,1.7970709593764927e-06
323,1.450719199282808e-06
324,0.01272802264210487
325,0.007545284390874592
326,0.0017446701121184556
327,6.165239106786953e-05
328,0.0011430036799861213
329,2.0040823028547566e-06
330,2.4718337807108967e-07
331,0.014915141110857408
332,0.00020778782451036232
333,0.36284510457731856
334,8.22779933384871e-07
335,3.6083030560314418e-06
336,2.940273224979634e-05
337,0.022661922578969672
338,0.010177768851030295
339,3.1028414395175484e-05
340,0.0017835550460120295
341,1.485133176191873e-07
342,0.0017444717180176111
343,0.000733859396327733
344,0.008226836888857123
345,0.00017623564019747173
346,4.177813013838976e-05
347,0.47494804050311573
348,2.778262063474159e-07
349,1.7774032463188964e-08
350,0.0040291420674284685
351,0.00030328222942748096
352,0.021256741697286002
353,0.02766450563149715
354,0.0002403147156743034
355,0.0028690070338970443
356,5.315670686498715e-05
357,4.849561948658644e-05
358,5.012305096827822e-06
359,0.04417263875766104
360,5.783842261858075e-06
361,0.0009324268388830706
362,0.000533871232778417
363,1.7873811178289886e-05
364,0.00041541018749430525
365,1.6992268105497577e-09
366,4.1259466185035835e-11
367,1.4489725507056658e-08
368,0.004456833842410258
369,0.0028914027540123807
370,2.561889005650526e-06
371,0.0007262123323704882
372,1.9738425605857854e-07
373,2.2113304094294197e-07
374,1.4435652769841645e-09
375,9.58200337089171e-06
376,0.001468386897916484
377,0.00012079024113853878
